pubchem_molecule_id,pubchem_molecule_type,InChI,activity
29307,compounds,"InChI=1S/C13H16NO4PS/c1-3-15-19(20,16-4-2)18-13-10-12(17-14-13)11-8-6-5-7-9-11/h5-10H,3-4H2,1-2H3",active
30709,compounds,"InChI=1S/C13H10BrCl2O2PS/c1-17-19(20,9-5-3-2-4-6-9)18-13-8-11(15)10(14)7-12(13)16/h2-8H,1H3",active
31070,compounds,"InChI=1S/C13H22NO3PS/c1-6-16-18(15,14-10(2)3)17-12-7-8-13(19-5)11(4)9-12/h7-10H,6H2,1-5H3,(H,14,15)",active
31100,compounds,"InChI=1S/C32H40BrN5O5.CH4O3S/c1-16(2)12-24-29(40)37-11-7-10-25(37)32(42)38(24)30(41)31(43-32,17(3)4)35-28(39)18-13-20-19-8-6-9-22-26(19)21(27(33)34-22)14-23(20)36(5)15-18;1-5(2,3)4/h6,8-9,13,16-18,23-25,34,42H,7,10-12,14-15H2,1-5H3,(H,35,39);1H3,(H,2,3,4)/t18-,23-,24+,25+,31-,32+;/m1./s1",active
31200,compounds,"InChI=1S/C9H12NO5PS/c1-7-6-8(4-5-9(7)10(11)12)15-16(17,13-2)14-3/h4-6H,1-3H3",active
31215,compounds,"InChI=1S/C6H15O3P/c1-4-7-10(8-5-2)9-6-3/h4-6H2,1-3H3",active
31239,compounds,"InChI=1S/C21H38N.ClH/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19-22-20-17-15-18-21-22;/h15,17-18,20-21H,2-14,16,19H2,1H3;1H/q+1;/p-1",active
31426,compounds,"InChI=1S/C15H9NO4/c1-8-6-7-11-12(13(8)16(19)20)15(18)10-5-3-2-4-9(10)14(11)17/h2-7H,1H3",active
31645,compounds,InChI=1S/C11H18N4O2/c1-7-8(2)12-10(14(3)4)13-9(7)17-11(16)15(5)6/h1-6H3,active
31899,compounds,"InChI=1S/C11H15N3O2.ClH/c1-12-11(15)16-10-6-4-5-9(7-10)13-8-14(2)3;/h4-8H,1-3H3,(H,12,15);1H",active
32184,compounds,"InChI=1S/C12H16N3O3PS/c1-3-16-19(20,17-4-2)18-12-13-10-15(14-12)11-8-6-5-7-9-11/h5-10H,3-4H2,1-2H3",active
34040,compounds,"InChI=1S/C24H26BrN3O3/c1-27-13-17-8-21-24(30-3,19-5-4-6-20(27)22(17)19)9-15(12-28(21)2)14-31-23(29)16-7-18(25)11-26-10-16/h4-7,10-11,13,15,21H,8-9,12,14H2,1-3H3/t15-,21-,24+/m1/s1",active
34458,compounds,"InChI=1S/C20H21NO4/c1-22-17-4-3-12-7-16-14-9-19-18(24-11-25-19)8-13(14)5-6-21(16)10-15(12)20(17)23-2/h3-4,8-9,16H,5-7,10-11H2,1-2H3",active
34766,compounds,"InChI=1S/C11H15NO2S/c1-3-15-8-9-6-4-5-7-10(9)14-11(13)12-2/h4-7H,3,8H2,1-2H3,(H,12,13)",active
36303,compounds,"InChI=1S/C21H23NO3/c23-19(17-6-7-20-21(14-17)25-13-12-24-20)9-11-22-10-8-18(15-22)16-4-2-1-3-5-16/h1-7,14,18H,8-13,15H2",active
38779,compounds,"InChI=1S/C11H15BrClO3PS/c1-3-7-18-17(14,15-4-2)16-11-6-5-9(12)8-10(11)13/h5-6,8H,3-4,7H2,1-2H3",active
39040,compounds,"InChI=1S/C9H7N3S/c1-6-3-2-4-7-8(6)12-5-10-11-9(12)13-7/h2-5H,1H3",active
39223,compounds,"InChI=1S/C9H17ClN3O3PS/c1-5-14-17(18,15-6-2)16-9-11-8(10)13(12-9)7(3)4/h7H,5-6H2,1-4H3",active
39764,compounds,"InChI=1S/C34H57N2O4.BrH/c1-23(37)39-31-20-25-12-13-26-27(34(25,4)22-29(31)35-16-8-6-9-17-35)14-15-33(3)28(26)21-30(32(33)40-24(2)38)36(5)18-10-7-11-19-36;/h25-32H,6-22H2,1-5H3;1H/q+1;/p-1/t25-,26+,27-,28-,29-,30-,31-,32-,33-,34-;/m0./s1",active
39800,compounds,"InChI=1S/C4H5NOS/c1-5-4(6)2-3-7-5/h2-3H,1H3",active
41384,compounds,"InChI=1S/C20H32N2O3S/c1-6-8-13-22(14-9-7-2)26-21(5)19(23)24-17-12-10-11-16-15-20(3,4)25-18(16)17/h10-12H,6-9,13-15H2,1-5H3",active
41718,compounds,"InChI=1S/C9H21O4PS3/c1-6-12-14(15,13-7-2)16-8-17(10,11)9(3,4)5/h6-8H2,1-5H3",active
44383,compounds,"InChI=1S/C19H25N5O4.ClH/c1-26-15-10-12-13(11-16(15)27-2)21-19(22-17(12)20)24-7-5-23(6-8-24)18(25)14-4-3-9-28-14;/h10-11,14H,3-9H2,1-2H3,(H2,20,21,22);1H",active
47812,compounds,"InChI=1S/C19H26N2S.CH4O3S/c1-3-7-21-11-13(12-22-2)8-16-15-5-4-6-17-19(15)14(10-20-17)9-18(16)21;1-5(2,3)4/h4-6,10,13,16,18,20H,3,7-9,11-12H2,1-2H3;1H3,(H,2,3,4)/t13-,16-,18-;/m1./s1",active
54360,compounds,"InChI=1S/C22H24ClN3O.ClH/c1-25-13-4-5-18(12-14-25)26-22(27)20-7-3-2-6-19(20)21(24-26)15-16-8-10-17(23)11-9-16;/h2-3,6-11,18H,4-5,12-15H2,1H3;1H",active
54746,compounds,"InChI=1S/C26H37N5O2/c1-5-11-30-17-19(25(32)31(26(33)27-6-2)13-8-12-29(3)4)14-21-20-9-7-10-22-24(20)18(16-28-22)15-23(21)30/h5,7,9-10,16,19,21,23,28H,1,6,8,11-15,17H2,2-4H3,(H,27,33)/t19-,21-,23-/m1/s1",active
54886,compounds,"InChI=1S/C20H30N2O5S/c1-7-25-17(23)11-12-22(14(2)3)28-21(6)19(24)26-16-10-8-9-15-13-20(4,5)27-18(15)16/h8-10,14H,7,11-13H2,1-6H3",active
54900,compounds,"InChI=1S/C28H27NO4S.ClH/c30-21-8-4-20(5-9-21)28-26(24-13-10-22(31)18-25(24)34-28)27(32)19-6-11-23(12-7-19)33-17-16-29-14-2-1-3-15-29;/h4-13,18,30-31H,1-3,14-17H2;1H",active
55397,compounds,"InChI=1S/C13H21N3.ClH/c1-2-5-16-6-3-4-10-7-12-11(8-13(10)16)9-14-15-12;/h9-10,13H,2-8H2,1H3,(H,14,15);1H/t10-,13-;/m1./s1",active
55483,compounds,"InChI=1S/C22H32N2O2/c25-21-11-10-20(18-22(21)26)13-17-24-15-7-2-1-6-14-23-16-12-19-8-4-3-5-9-19/h3-5,8-11,18,23-26H,1-2,6-7,12-17H2",active
59227,compounds,"InChI=1S/C19H25NOS/c1-2-11-20(12-10-17-6-4-13-22-17)16-8-9-18-15(14-16)5-3-7-19(18)21/h3-7,13,16,21H,2,8-12,14H2,1H3/t16-/m0/s1",active
60795,compounds,"InChI=1S/C23H27Cl2N3O2/c24-19-4-3-5-21(23(19)25)28-13-11-27(12-14-28)10-1-2-15-30-18-8-6-17-7-9-22(29)26-20(17)16-18/h3-6,8,16H,1-2,7,9-15H2,(H,26,29)",active
60871,compounds,"InChI=1S/C20H32N5O8P/c1-19(2,3)17(26)30-11-32-34(28,33-12-31-18(27)20(4,5)6)13-29-8-7-25-10-24-14-15(21)22-9-23-16(14)25/h9-10H,7-8,11-13H2,1-6H3,(H2,21,22,23)",active
61701,compounds,"InChI=1S/2K.H2O6S4/c;;1-9(2,3)7-8-10(4,5)6/h;;(H,1,2,3)(H,4,5,6)/q2*+1;/p-2",active
62379,compounds,"InChI=1S/C19H34N.BrH/c1-2-3-4-5-6-7-8-9-10-11-12-14-17-20-18-15-13-16-19-20;/h13,15-16,18-19H,2-12,14,17H2,1H3;1H/q+1;/p-1",active
64927,compounds,"InChI=1S/C18H26ClN3.2H3O4P/c1-4-22(5-2)12-6-7-14(3)21-17-10-11-20-18-13-15(19)8-9-16(17)18;2*1-5(2,3)4/h8-11,13-14H,4-7,12H2,1-3H3,(H,20,21);2*(H3,1,2,3,4)",active
65483,compounds,"InChI=1S/C15H23NO.ClH/c1-3-15(9-4-5-10-16(2)12-15)13-7-6-8-14(17)11-13;/h6-8,11,17H,3-5,9-10,12H2,1-2H3;1H",active
66062,compounds,"InChI=1S/C21H26N2S2.ClH/c1-22-13-6-5-7-16(22)12-14-23-18-8-3-4-9-20(18)25-21-11-10-17(24-2)15-19(21)23;/h3-4,8-11,15-16H,5-7,12-14H2,1-2H3;1H",active
66067,compounds,"InChI=1S/C10H14NO5P/c1-3-15-17(14,4-2)16-10-7-5-9(6-8-10)11(12)13/h5-8H,3-4H2,1-2H3",active
66449,compounds,"InChI=1S/C8H11NO.ClH/c9-6-5-7-1-3-8(10)4-2-7;/h1-4,10H,5-6,9H2;1H",active
66491,compounds,"InChI=1S/C12H7NO2/c14-11-8-5-1-3-7-4-2-6-9(10(7)8)12(15)13-11/h1-6H,(H,13,14,15)",active
68304,compounds,"InChI=1S/C18H27NO2.ClH/c1-2-3-15-21-17-9-7-16(8-10-17)18(20)11-14-19-12-5-4-6-13-19;/h7-10H,2-6,11-15H2,1H3;1H",active
68385,compounds,"InChI=1S/C21H28N2O5.ClH/c1-23(2)10-11-28-17-8-6-15(7-9-17)14-22-21(24)16-12-18(25-3)20(27-5)19(13-16)26-4;/h6-9,12-13H,10-11,14H2,1-5H3,(H,22,24);1H",active
68527,compounds,"InChI=1S/C7H6Br2/c8-5-6-1-3-7(9)4-2-6/h1-4H,5H2",active
68604,compounds,"InChI=1S/C21H24FN3O2S/c1-14-18(20(27)25-12-13-28-21(25)23-14)8-11-24-9-6-16(7-10-24)19(26)15-2-4-17(22)5-3-15/h2-5,16H,6-13H2,1H3",active
70425,compounds,"InChI=1S/C22H23O4P/c1-22(2,3)18-14-16-21(17-15-18)26-27(23,24-19-10-6-4-7-11-19)25-20-12-8-5-9-13-20/h4-17H,1-3H3",active
70671,compounds,"InChI=1S/C25H22P.ClH/c1-5-13-22(14-6-1)21-26(23-15-7-2-8-16-23,24-17-9-3-10-18-24)25-19-11-4-12-20-25;/h1-20H,21H2;1H/q+1;/p-1",active
71329,compounds,"InChI=1S/C19H27N3O5S2/c1-22(13-12-16-4-6-17(7-5-16)20-28(2,23)24)14-15-27-19-10-8-18(9-11-19)21-29(3,25)26/h4-11,20-21H,12-15H2,1-3H3",active
71346,compounds,"InChI=1S/C20H26N2O4.CH4O3S/c23-18-11-20(7-3-4-8-20)12-19(24)22(18)10-9-21-13-15-14-25-16-5-1-2-6-17(16)26-15;1-5(2,3)4/h1-2,5-6,15,21H,3-4,7-14H2;1H3,(H,2,3,4)",active
71360,compounds,"InChI=1S/C24H27FN2O4/c1-16(28)18-4-7-21(23(14-18)29-2)30-13-3-10-27-11-8-17(9-12-27)24-20-6-5-19(25)15-22(20)31-26-24/h4-7,14-15,17H,3,8-13H2,1-2H3",active
71482,compounds,"InChI=1S/C9H10ClN2O5PS/c1-15-18(14,16-2)19-5-12-8-7(17-9(12)13)3-6(10)4-11-8/h3-4H,5H2,1-2H3",active
71764,compounds,"InChI=1S/C19H27N5O4.ClH/c1-24(8-5-7-21-18(25)14-6-4-9-28-14)19-22-13-11-16(27-3)15(26-2)10-12(13)17(20)23-19;/h10-11,14H,4-9H2,1-3H3,(H,21,25)(H2,20,22,23);1H",active
71833,compounds,"InChI=1S/C11H13NO3.ClH/c1-12-3-2-7-4-9-10(15-6-14-9)5-8(7)11(12)13;/h4-5,11,13H,2-3,6H2,1H3;1H",active
72092,compounds,"InChI=1S/C29H42N2O4.BrH/c1-5-8-9-10-11-14-22-34-27-16-13-12-15-26(27)28(32)30-25-19-17-24(18-20-25)29(33)35-23-21-31(4,6-2)7-3;/h12-13,15-20H,5-11,14,21-23H2,1-4H3;1H",active
74236,compounds,"InChI=1S/C16H36N.BrH/c1-5-9-13-17(14-10-6-2,15-11-7-3)16-12-8-4;/h5-16H2,1-4H3;1H/q+1;/p-1",active
74990,compounds,"InChI=1S/C33H38N4O6.ClH/c1-3-22-23-16-21(43-32(40)36-14-10-20(11-15-36)35-12-6-5-7-13-35)8-9-27(23)34-29-24(22)18-37-28(29)17-26-25(30(37)38)19-42-31(39)33(26,41)4-2;/h8-9,16-17,20,41H,3-7,10-15,18-19H2,1-2H3;1H/t33-;/m0./s1",active
75444,compounds,"InChI=1S/C33H39N3.ClH/c1-6-34-32-24-23-31(29-13-11-12-14-30(29)32)33(25-15-19-27(20-16-25)35(7-2)8-3)26-17-21-28(22-18-26)36(9-4)10-5;/h11-24H,6-10H2,1-5H3;1H",active
75628,compounds,"InChI=1S/C27H33O4P/c1-19(2)22-7-13-25(14-8-22)29-32(28,30-26-15-9-23(10-16-26)20(3)4)31-27-17-11-24(12-18-27)21(5)6/h7-21H,1-6H3",active
77328,compounds,"InChI=1S/C4H4Cl4O2S/c5-3(6)1-11(9,10)2-4(3,7)8/h1-2H2",active
77721,compounds,"InChI=1S/C11H12ClNO4/c1-6(14)13-9-5-10(16-2)7(4-8(9)12)11(15)17-3/h4-5H,1-3H3,(H,13,14)",active
77990,compounds,"InChI=1S/C14H22N2O2.C4H6O6/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4;5-1(3(7)8)2(6)4(9)10/h7-11H,6H2,1-5H3;1-2,5-6H,(H,7,8)(H,9,10)/t11-;1-,2-/m00/s1",active
78392,compounds,InChI=1S/C7H3Cl3O/c8-4-2-1-3-5(9)6(4)7(10)11/h1-3H,active
79472,compounds,"InChI=1S/C21H20N6O.2ClH/c1-11-7-17(22)15-9-13(3-5-19(15)24-11)26-21(28)27-14-4-6-20-16(10-14)18(23)8-12(2)25-20;;/h3-10H,1-2H3,(H2,22,24)(H2,23,25)(H2,26,27,28);2*1H",active
82728,compounds,"InChI=1S/C8H21N3/c1-11(2)8-4-7-10-6-3-5-9/h10H,3-9H2,1-2H3",active
85025,compounds,"InChI=1S/C16H14N.ClH/c1-2-7-14(8-3-1)13-17-12-6-10-15-9-4-5-11-16(15)17;/h1-12H,13H2;1H/q+1;/p-1",active
85505,compounds,InChI=1S/C7H4ClNO3/c8-6-2-1-5(4-10)3-7(6)9(11)12/h1-4H,active
86412,compounds,"InChI=1S/C8H6N2OS2/c1-12-8(11)5-3-2-4-6-7(5)13-10-9-6/h2-4H,1H3",active
86429,compounds,"InChI=1S/C14H13F4N3O2S/c1-8(2)21(10-5-3-9(15)4-6-10)11(22)7-23-13-20-19-12(24-13)14(16,17)18/h3-6,8H,7H2,1-2H3",active
87048,compounds,"InChI=1S/C2H8NO2PS/c1-4-6(3,7)5-2/h1-2H3,(H2,3,7)",active
87293,compounds,"InChI=1S/C11H15NO2/c1-3-12(4-2)10-6-5-9(8-13)11(14)7-10/h5-8,14H,3-4H2,1-2H3",active
90558,compounds,"InChI=1S/C6H8O4/c1-2-6(9)10-4-3-5(7)8/h2H,1,3-4H2,(H,7,8)",active
91655,compounds,"InChI=1S/C6H11Cl4O3PS/c1-3-11-14(15,12-4-2)13-5(7)6(8,9)10/h5H,3-4H2,1-2H3",active
93516,compounds,"InChI=1S/C13H23N2O3PS/c1-7-16-19(20,17-10(2)3)18-11-8-14-12(15-9-11)13(4,5)6/h8-10H,7H2,1-6H3",active
97780,compounds,"InChI=1S/C10H11BrO2/c1-2-13-10(12)9(11)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3",active
104827,compounds,"InChI=1S/C16H18N3S.ClH.3H2O/c1-18(2)11-5-7-13-15(9-11)20-16-10-12(19(3)4)6-8-14(16)17-13;;;;/h5-10H,1-4H3;1H;3*1H2/q+1;;;;/p-1",active
107882,compounds,"InChI=1S/2C17H17NO2.2ClH.H2O/c2*1-18-8-7-10-3-2-4-12-15(10)13(18)9-11-5-6-14(19)17(20)16(11)12;;;/h2*2-6,13,19-20H,7-9H2,1H3;2*1H;1H2/t2*13-;;;/m11.../s1",active
110635,compounds,"InChI=1S/C22H19N3O4/c1-24-10-19(26)25-16(22(24)27)9-14-13-4-2-3-5-15(13)23-20(14)21(25)12-6-7-17-18(8-12)29-11-28-17/h2-8,16,21,23H,9-11H2,1H3/t16-,21-/m1/s1",active
115224,compounds,"InChI=1S/C10H9ClN4S/c11-9-2-1-8(5-13-9)6-15-3-4-16-10(15)14-7-12/h1-2,5H,3-4,6H2",active
119570,compounds,"InChI=1S/C10H17N3S/c1-2-5-12-7-3-4-8-9(6-7)14-10(11)13-8/h7,12H,2-6H2,1H3,(H2,11,13)/t7-/m0/s1",active
120101,compounds,"InChI=1S/C10H10O3/c1-7-2-3-9-10(4-7)13-6-8(11)5-12-9/h2-4H,5-6H2,1H3",active
123619,compounds,"InChI=1S/C18H15ClN2O2S/c1-12-3-4-14(10-20-12)18-17(9-15(19)11-21-18)13-5-7-16(8-6-13)24(2,22)23/h3-11H,1-2H3",active
123698,compounds,"InChI=1S/C17H25NO.ClH/c1-3-15-7-9-16(10-8-15)17(19)14(2)13-18-11-5-4-6-12-18;/h7-10,14H,3-6,11-13H2,1-2H3;1H",active
129791,compounds,"InChI=1S/C20H26N2O4.ClH/c1-22(2)11-12-26-17-8-5-15(6-9-17)14-21-20(23)16-7-10-18(24-3)19(13-16)25-4;/h5-10,13H,11-12,14H2,1-4H3,(H,21,23);1H",active
134018,compounds,"InChI=1S/C16H16N2O3S/c1-9(2)8-21-13-5-4-11(6-12(13)7-17)15-18-10(3)14(22-15)16(19)20/h4-6,9H,8H2,1-3H3,(H,19,20)",active
156328,compounds,"InChI=1S/C21H23FN2O3S/c22-17-3-1-15(2-4-17)13-16-7-9-24(10-8-16)11-12-28(26)18-5-6-19-20(14-18)27-21(25)23-19/h1-6,14,16H,7-13H2,(H,23,25)",active
158076,compounds,"InChI=1S/C15H20ClN3O/c1-15(2,3)14(20)13(19-10-17-9-18-19)8-11-4-6-12(16)7-5-11/h4-7,9-10,13-14,20H,8H2,1-3H3/t13-,14+/m1/s1",active
164072,compounds,"InChI=1S/C20H22N2O4/c1-12-5-6-15-10-16-9-14(7-8-17(16)26-19(15)21-12)13(2)20(24)25-11-18(23)22(3)4/h5-9,13H,10-11H2,1-4H3",active
165457,compounds,"InChI=1S/C15H15N3O.C3H6O3.H2O/c1-2-19-10-4-6-13-12(8-10)15(17)11-5-3-9(16)7-14(11)18-13;1-2(4)3(5)6;/h3-8H,2,16H2,1H3,(H2,17,18);2,4H,1H3,(H,5,6);1H2",active
166589,compounds,"InChI=1S/C10H17N3S.2ClH.H2O/c1-2-5-12-7-3-4-8-9(6-7)14-10(11)13-8;;;/h7,12H,2-6H2,1H3,(H2,11,13);2*1H;1H2/t7-;;;/m0.../s1",active
169664,compounds,InChI=1S/2ClH.Cu/h2*1H;/q;;+2/p-2,active
175854,compounds,"InChI=1S/C4H8O2/c5-3-1-2-4-6/h1-2,5-6H,3-4H2/b2-1+",active
175967,compounds,"InChI=1S/C14H13NO7S/c1-23(21,22)8-5-6-9(10(7-8)15(19)20)14(18)13-11(16)3-2-4-12(13)17/h5-7,13H,2-4H2,1H3",active
197873,compounds,"InChI=1S/C13H11N3.ClH/c14-10-3-1-8-5-9-2-4-11(15)7-13(9)16-12(8)6-10;/h1-7H,14-15H2;1H",active
443101,compounds,"InChI=1S/C14H13N3.C13H11N3.ClH/c1-17-13-7-11(15)4-2-9(13)6-10-3-5-12(16)8-14(10)17;14-10-3-1-8-5-9-2-4-11(15)7-13(9)16-12(8)6-10;/h2-8H,1H3,(H3,15,16);1-7H,14-15H2;1H",active
443939,compounds,"InChI=1S/C27H29NO11.ClH/c1-10-22(31)13(28)6-17(38-10)39-15-8-27(36,16(30)9-29)7-12-19(15)26(35)21-20(24(12)33)23(32)11-4-3-5-14(37-2)18(11)25(21)34;/h3-5,10,13,15,17,22,29,31,33,35-36H,6-9,28H2,1-2H3;1H/t10-,13-,15-,17-,22+,27-;/m0./s1",active
449459,compounds,"InChI=1S/C26H29NO2/c1-4-25(20-8-6-5-7-9-20)26(21-10-14-23(28)15-11-21)22-12-16-24(17-13-22)29-19-18-27(2)3/h5-17,28H,4,18-19H2,1-3H3/b26-25-",active
456201,compounds,"InChI=1S/C26H28Cl2N4O4/c1-19(33)31-10-12-32(13-11-31)21-3-5-22(6-4-21)34-15-23-16-35-26(36-23,17-30-9-8-29-18-30)24-7-2-20(27)14-25(24)28/h2-9,14,18,23H,10-13,15-17H2,1H3/t23-,26-/m0/s1",active
493570,compounds,"InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1",active
636362,compounds,"InChI=1S/C26H27NO9.ClH/c1-10-21(29)15(27)7-17(35-10)36-16-9-26(34,11(2)28)8-14-18(16)25(33)20-19(24(14)32)22(30)12-5-3-4-6-13(12)23(20)31;/h3-6,10,15-17,21,29,32-34H,7-9,27H2,1-2H3;1H/t10-,15-,16-,17-,21+,26-;/m0./s1",active
638014,compounds,"InChI=1S/C13H20O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h7-8H,5-6,9H2,1-4H3/b8-7+",active
854026,compounds,"InChI=1S/C15H18N2O/c1-3-11-10-6-9(2)8-15(11,16)12-4-5-14(18)17-13(12)7-10/h3-6,10H,7-8,16H2,1-2H3,(H,17,18)/b11-3+/t10-,15+/m0/s1",active
2723598,compounds,"InChI=1S/C13H10N2.ClH.H2O/c14-13-9-5-1-3-7-11(9)15-12-8-4-2-6-10(12)13;;/h1-8H,(H2,14,15);1H;1H2",active
2723601,compounds,"InChI=1S/C5H5N5S/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)",active
2723715,compounds,InChI=1S/C12H8N2.ClH.H2O/c1-3-9-5-6-10-4-2-8-14-12(10)11(9)13-7-1;;/h1-8H;1H;1H2,active
2723754,compounds,"InChI=1S/C13H14N2.ClH/c14-13-9-5-1-3-7-11(9)15-12-8-4-2-6-10(12)13;/h1,3,5,7H,2,4,6,8H2,(H2,14,15);1H",active
2724411,compounds,"InChI=1S/2C23H25N2.3C2H2O4/c2*1-24(2)21-14-10-19(11-15-21)23(18-8-6-5-7-9-18)20-12-16-22(17-13-20)25(3)4;3*3-1(4)2(5)6/h2*5-17H,1-4H3;3*(H,3,4)(H,5,6)/q2*+1;;;/p-2",active
2725002,compounds,"InChI=1S/C23H30ClN3O.2ClH.2H2O/c1-5-27(6-2)13-7-8-16(3)25-23-19-11-9-17(24)14-22(19)26-21-12-10-18(28-4)15-20(21)23;;;;/h9-12,14-16H,5-8,13H2,1-4H3,(H,25,26);2*1H;2*1H2",active
2734167,compounds,"InChI=1S/C9H17N2.ClH/c1-4-5-6-11-8-7-10(3)9(11)2;/h7-8H,4-6H2,1-3H3;1H/q+1;/p-1",active
2734171,compounds,"InChI=1S/C9H14N.ClH/c1-2-3-7-10-8-5-4-6-9-10;/h4-6,8-9H,2-3,7H2,1H3;1H/q+1;/p-1",active
2734172,compounds,"InChI=1S/C11H18N.ClH/c1-2-3-4-6-9-12-10-7-5-8-11-12;/h5,7-8,10-11H,2-4,6,9H2,1H3;1H/q+1;/p-1",active
2734176,compounds,"InChI=1S/C9H14N.F6P/c1-2-3-7-10-8-5-4-6-9-10;1-7(2,3,4,5)6/h4-6,8-9H,2-3,7H2,1H3;/q+1;-1",active
2734177,compounds,"InChI=1S/C11H18N.F6P/c1-2-3-4-6-9-12-10-7-5-8-11-12;1-7(2,3,4,5)6/h5,7-8,10-11H,2-4,6,9H2,1H3;/q+1;-1",active
2734225,compounds,"InChI=1S/C14H27N2.ClH/c1-3-4-5-6-7-8-9-10-11-16-13-12-15(2)14-16;/h12-14H,3-11H2,1-2H3;1H/q+1;/p-1",active
2734227,compounds,"InChI=1S/C16H31N2.ClH/c1-3-4-5-6-7-8-9-10-11-12-13-18-15-14-17(2)16-18;/h14-16H,3-13H2,1-2H3;1H/q+1;/p-1",active
2734229,compounds,"InChI=1S/C18H35N2.ClH/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-20-17-16-19(2)18-20;/h16-18H,3-15H2,1-2H3;1H/q+1;/p-1",active
2734238,compounds,"InChI=1S/C9H14N.BrH/c1-2-3-7-10-8-5-4-6-9-10;/h4-6,8-9H,2-3,7H2,1H3;1H/q+1;/p-1",active
2734239,compounds,"InChI=1S/C11H18N.BrH/c1-2-3-4-6-9-12-10-7-5-8-11-12;/h5,7-8,10-11H,2-4,6,9H2,1H3;1H/q+1;/p-1",active
2734241,compounds,"InChI=1S/C9H17N2.BrH/c1-4-5-6-11-8-7-10(3)9(11)2;/h7-8H,4-6H2,1-3H3;1H/q+1;/p-1",active
2734244,compounds,"InChI=1S/C9H17N2.BF4/c1-4-5-6-11-8-7-10(3)9(11)2;2-1(3,4)5/h7-8H,4-6H2,1-3H3;/q+1;-1",active
2734248,compounds,"InChI=1S/C9H14N.CHF3O3S/c1-2-3-7-10-8-5-4-6-9-10;2-1(3,4)8(5,6)7/h4-6,8-9H,2-3,7H2,1H3;(H,5,6,7)/q+1;/p-1",active
2734249,compounds,"InChI=1S/C11H18N.CHF3O3S/c1-2-3-4-6-9-12-10-7-5-8-11-12;2-1(3,4)8(5,6)7/h5,7-8,10-11H,2-4,6,9H2,1H3;(H,5,6,7)/q+1;/p-1",active
2734250,compounds,"InChI=1S/C9H17N2.CHF3O3S/c1-4-5-6-11-8-7-10(3)9(11)2;2-1(3,4)8(5,6)7/h7-8H,4-6H2,1-3H3;(H,5,6,7)/q+1;/p-1",active
2775940,compounds,"InChI=1S/C24H47N2.ClH/c1-4-6-8-10-12-14-16-18-20-25-22-23-26(24(25)3)21-19-17-15-13-11-9-7-5-2;/h22-23H,4-21H2,1-3H3;1H/q+1;/p-1",active
3001055,compounds,"InChI=1S/C13H22N4O3S/c1-14-13(9-17(18)19)15-6-7-21-10-12-5-4-11(20-12)8-16(2)3/h4-5,9,14-15H,6-8,10H2,1-3H3/b13-9+",active
3033637,compounds,"InChI=1S/C12H21N5O2S2/c1-13-11(6-17(18)19)14-4-5-20-8-10-9-21-12(15-10)7-16(2)3/h6,9,13-14H,4-5,7-8H2,1-3H3/b11-6+",active
3034368,compounds,"InChI=1S/2C4H8N2S4.Mn.Zn/c2*7-3(8)5-1-2-6-4(9)10;;/h2*1-2H2,(H2,5,7,8)(H2,6,9,10);;/q;;2*+2/p-4",active
3038522,compounds,"InChI=1S/C31H42N6O4/c1-23(2)41-25-10-8-24(9-11-25)34-31(38)37-17-15-36(16-18-37)30-26-20-28(39-3)29(21-27(26)32-22-33-30)40-19-7-14-35-12-5-4-6-13-35/h8-11,20-23H,4-7,12-19H2,1-3H3,(H,34,38)",active
3047798,compounds,"InChI=1S/C25H30ClN5O3/c1-16-10-23(33)30-31-24(16)17-5-8-20(9-6-17)28-15-25(2,3)29-13-21(32)14-34-22-11-19(26)7-4-18(22)12-27/h4-9,11,16,21,28-29,32H,10,13-15H2,1-3H3,(H,30,33)",active
3052762,compounds,"InChI=1S/C18H26ClN3O3/c1-24-9-2-6-22-7-3-12(4-8-22)21-18(23)14-11-15(19)16(20)13-5-10-25-17(13)14/h11-12H,2-10,20H2,1H3,(H,21,23)",active
3378440,compounds,"InChI=1S/C14H6N2O8/c17-7-3-1-5(15(21)22)9-11(7)14(20)12-8(18)4-2-6(16(23)24)10(12)13(9)19/h1-4,17-18H",active
3465817,compounds,"InChI=1S/C8H11N3O3/c9-6-1-2-7(10-3-4-12)8(5-6)11(13)14/h1-2,5,10,12H,3-4,9H2",active
5281078,compounds,"InChI=1S/C23H31NO7/c1-15(5-7-19(25)30-13-10-24-8-11-29-12-9-24)4-6-17-21(26)20-18(14-31-23(20)27)16(2)22(17)28-3/h4,26H,5-14H2,1-3H3/b15-4+",active
